mac_id,project_name,resource_type,date,utilization_pct
mac-01,Project Atlas,cpu,2025-02-27,89.79666666666667
mac-01,Project Atlas,cpu,2025-02-28,90.68833333333333
mac-01,Project Atlas,cpu,2025-03-01,89.77125000000001
mac-01,Project Atlas,cpu,2025-03-02,90.99958333333332
mac-01,Project Atlas,cpu,2025-03-03,89.09958333333333
mac-01,Project Atlas,cpu,2025-03-04,89.71875
mac-01,Project Atlas,cpu,2025-03-05,89.06208333333332
mac-01,Project Atlas,cpu,2025-03-06,89.85958333333333
mac-01,Project Atlas,cpu,2025-03-07,89.17708333333333
mac-01,Project Atlas,cpu,2025-03-08,89.03291666666667
mac-01,Project Atlas,cpu,2025-03-09,89.84375
mac-01,Project Atlas,cpu,2025-03-10,89.89625000000001
mac-01,Project Atlas,cpu,2025-03-11,90.15083333333332
mac-01,Project Atlas,cpu,2025-03-12,89.3275
mac-01,Project Atlas,cpu,2025-03-13,90.37041666666666
mac-01,Project Atlas,cpu,2025-03-14,89.57875
mac-01,Project Atlas,cpu,2025-03-15,90.895
mac-01,Project Atlas,cpu,2025-03-16,89.50041666666668
mac-01,Project Atlas,cpu,2025-03-17,90.11
mac-01,Project Atlas,cpu,2025-03-18,89.72291666666666
mac-01,Project Atlas,cpu,2025-03-19,90.53666666666668
mac-01,Project Atlas,cpu,2025-03-20,89.20833333333333
mac-01,Project Atlas,cpu,2025-03-21,89.30833333333334
mac-01,Project Atlas,cpu,2025-03-22,89.05708333333332
mac-01,Project Atlas,cpu,2025-03-23,89.78125
mac-01,Project Atlas,cpu,2025-03-24,90.27625
mac-01,Project Atlas,cpu,2025-03-25,91.41666666666667
mac-01,Project Atlas,cpu,2025-03-26,90.58291666666666
mac-01,Project Atlas,cpu,2025-03-27,90.47958333333334
mac-01,Project Atlas,cpu,2025-03-28,90.20833333333333
mac-01,Project Atlas,cpu,2025-03-29,91.33291666666666
mac-01,Project Atlas,cpu,2025-03-30,91.14583333333333
mac-01,Project Atlas,cpu,2025-03-31,91.44833333333334
mac-01,Project Atlas,cpu,2025-04-01,90.90541666666667
mac-01,Project Atlas,cpu,2025-04-02,91.32291666666667
mac-01,Project Atlas,cpu,2025-04-03,91.67166666666667
mac-01,Project Atlas,cpu,2025-04-04,90.17166666666667
mac-01,Project Atlas,cpu,2025-04-05,90.08875
mac-01,Project Atlas,cpu,2025-04-06,90.74541666666666
mac-01,Project Atlas,cpu,2025-04-07,91.25958333333334
mac-01,Project Atlas,cpu,2025-04-08,91.15625
mac-01,Project Atlas,cpu,2025-04-09,90.63499999999999
mac-01,Project Atlas,cpu,2025-04-10,90.13541666666667
mac-01,Project Atlas,cpu,2025-04-11,89.80708333333332
mac-01,Project Atlas,cpu,2025-04-12,92.10374999999999
mac-01,Project Atlas,cpu,2025-04-13,91.15208333333334
mac-01,Project Atlas,cpu,2025-04-14,91.28083333333332
mac-01,Project Atlas,cpu,2025-04-15,91.20833333333333
mac-01,Project Atlas,cpu,2025-04-16,91.755
mac-01,Project Atlas,cpu,2025-04-17,90.74458333333332
mac-01,Project Atlas,cpu,2025-04-18,92.65625
mac-01,Project Atlas,cpu,2025-04-19,90.25458333333334
mac-01,Project Atlas,cpu,2025-04-20,91.78125
mac-01,Project Atlas,cpu,2025-04-21,90.78083333333332
mac-01,Project Atlas,cpu,2025-04-22,90.91166666666668
mac-01,Project Atlas,cpu,2025-04-23,90.61500000000001
mac-01,Project Atlas,cpu,2025-04-24,90.80291666666666
mac-01,Project Atlas,cpu,2025-04-25,91.64041666666667
mac-01,Project Atlas,cpu,2025-04-26,91.16624999999999
mac-01,Project Atlas,cpu,2025-04-27,91.11458333333333
mac-01,Project Atlas,cpu,2025-04-28,91.0825
mac-01,Project Atlas,cpu,2025-04-29,92.29124999999999
mac-01,Project Atlas,cpu,2025-04-30,90.28166666666668
mac-01,Project Atlas,cpu,2025-05-01,91.81875000000001
mac-01,Project Atlas,cpu,2025-05-02,91.29625
mac-01,Project Atlas,cpu,2025-05-03,91.33416666666666
mac-01,Project Atlas,cpu,2025-05-04,90.60416666666667
mac-01,Project Atlas,cpu,2025-05-05,92.25541666666668
mac-01,Project Atlas,cpu,2025-05-06,91.15125
mac-01,Project Atlas,cpu,2025-05-07,91.47874999999999
mac-01,Project Atlas,cpu,2025-05-08,91.65625
mac-01,Project Atlas,cpu,2025-05-09,91.78083333333332
mac-01,Project Atlas,cpu,2025-05-10,91.77541666666667
mac-01,Project Atlas,cpu,2025-05-11,92.6675
mac-01,Project Atlas,cpu,2025-05-12,91.83916666666666
mac-01,Project Atlas,cpu,2025-05-13,91.00999999999999
mac-01,Project Atlas,cpu,2025-05-14,91.54124999999999
mac-01,Project Atlas,cpu,2025-05-15,92.75041666666668
mac-01,Project Atlas,cpu,2025-05-16,91.50083333333333
mac-01,Project Atlas,cpu,2025-05-17,91.47458333333333
mac-01,Project Atlas,cpu,2025-05-18,91.60958333333333
mac-01,Project Atlas,cpu,2025-05-19,91.77583333333332
mac-01,Project Atlas,cpu,2025-05-20,91.08833333333332
mac-01,Project Atlas,cpu,2025-05-21,91.43708333333332
mac-01,Project Atlas,cpu,2025-05-22,91.19749999999999
mac-01,Project Atlas,cpu,2025-05-23,91.53625
mac-01,Project Atlas,cpu,2025-05-24,92.43874999999998
mac-01,Project Atlas,cpu,2025-05-25,90.985
mac-01,Project Atlas,cpu,2025-05-26,93.31208333333332
mac-01,Project Atlas,cpu,2025-05-27,91.60458333333334
mac-01,Project Atlas,cpu,2025-05-28,92.41125
mac-01,Project Atlas,cpu,2025-05-29,91.77083333333333
mac-01,Project Atlas,cpu,2025-05-30,92.56166666666667
mac-01,Project Atlas,cpu,2025-05-31,92.51625
mac-01,Project Atlas,cpu,2025-06-01,92.93291666666666
mac-01,Project Atlas,cpu,2025-06-02,92.74958333333332
mac-01,Project Atlas,cpu,2025-06-03,91.25458333333334
mac-01,Project Atlas,cpu,2025-06-04,91.60333333333334
mac-01,Project Atlas,cpu,2025-06-05,92.88041666666668
mac-01,Project Atlas,cpu,2025-06-06,92.73333333333333
mac-01,Project Atlas,cpu,2025-06-07,92.64458333333334
mac-01,Project Atlas,cpu,2025-06-08,91.77499999999999
mac-01,Project Atlas,cpu,2025-06-09,92.75
mac-01,Project Atlas,cpu,2025-06-10,92.25041666666668
mac-01,Project Atlas,cpu,2025-06-11,92.27708333333334
mac-01,Project Atlas,cpu,2025-06-12,90.82291666666667
mac-01,Project Atlas,cpu,2025-06-13,92.375
mac-01,Project Atlas,cpu,2025-06-14,92.45291666666667
mac-01,Project Atlas,cpu,2025-06-15,91.92833333333333
mac-01,Project Atlas,cpu,2025-06-16,92.42625
mac-01,Project Atlas,cpu,2025-06-17,93.19791666666667
mac-01,Project Atlas,cpu,2025-06-18,93.08416666666666
mac-01,Project Atlas,cpu,2025-06-19,92.12
mac-01,Project Atlas,cpu,2025-06-20,92.68291666666666
mac-01,Project Atlas,cpu,2025-06-21,93.22416666666668
mac-01,Project Atlas,cpu,2025-06-22,92.35458333333334
mac-01,Project Atlas,cpu,2025-06-23,92.5675
mac-01,Project Atlas,cpu,2025-06-24,91.56791666666668
mac-01,Project Atlas,cpu,2025-06-25,93.65666666666668
mac-01,Project Atlas,cpu,2025-06-26,93.39041666666667
mac-01,Project Atlas,cpu,2025-06-27,92.375
mac-01,Project Atlas,cpu,2025-06-28,92.73458333333333
mac-01,Project Atlas,cpu,2025-06-29,93.09333333333332
mac-01,Project Atlas,cpu,2025-06-30,92.28083333333332
mac-01,Project Atlas,cpu,2025-07-01,92.06291666666668
mac-01,Project Atlas,cpu,2025-07-02,92.57249999999999
mac-01,Project Atlas,cpu,2025-07-03,92.1825
mac-01,Project Atlas,cpu,2025-07-04,93.02041666666666
mac-01,Project Atlas,cpu,2025-07-05,92.6725
mac-01,Project Atlas,cpu,2025-07-06,93.33875
mac-01,Project Atlas,cpu,2025-07-07,92.54625
mac-01,Project Atlas,cpu,2025-07-08,92.80708333333332
mac-01,Project Atlas,cpu,2025-07-09,93.01583333333333
mac-01,Project Atlas,cpu,2025-07-10,92.85916666666667
mac-01,Project Atlas,cpu,2025-07-11,93.25999999999999
mac-01,Project Atlas,cpu,2025-07-12,91.93291666666666
mac-01,Project Atlas,cpu,2025-07-13,91.82833333333333
mac-01,Project Atlas,cpu,2025-07-14,92.74458333333332
mac-01,Project Atlas,cpu,2025-07-15,92.21916666666668
mac-01,Project Atlas,cpu,2025-07-16,93.255
mac-01,Project Atlas,cpu,2025-07-17,92.63458333333334
mac-01,Project Atlas,cpu,2025-07-18,92.68791666666668
mac-01,Project Atlas,cpu,2025-07-19,93.01083333333334
mac-01,Project Atlas,cpu,2025-07-20,93.25958333333334
mac-01,Project Atlas,cpu,2025-07-21,92.43291666666666
mac-01,Project Atlas,cpu,2025-07-22,93.05208333333333
mac-01,Project Atlas,cpu,2025-07-23,92.45791666666666
mac-01,Project Atlas,cpu,2025-07-24,93.15083333333332
mac-01,Project Atlas,cpu,2025-07-25,93.16166666666668
mac-01,Project Atlas,cpu,2025-07-26,93.75041666666668
mac-01,Project Atlas,cpu,2025-07-27,92.49458333333332
mac-01,Project Atlas,cpu,2025-07-28,93.20791666666666
mac-01,Project Atlas,cpu,2025-07-29,92.40583333333332
mac-01,Project Atlas,cpu,2025-07-30,92.71791666666667
mac-01,Project Atlas,cpu,2025-07-31,93.17125
mac-01,Project Atlas,cpu,2025-08-01,93.78666666666668
mac-01,Project Atlas,cpu,2025-08-02,93.79666666666667
mac-01,Project Atlas,cpu,2025-08-03,92.38041666666668
mac-01,Project Atlas,cpu,2025-08-04,92.90583333333332
mac-01,Project Atlas,cpu,2025-08-05,92.6825
mac-01,Project Atlas,cpu,2025-08-06,93.20375
mac-01,Project Atlas,cpu,2025-08-07,94.12624999999998
mac-01,Project Atlas,cpu,2025-08-08,93.27666666666666
mac-01,Project Atlas,cpu,2025-08-09,93.98416666666667
mac-01,Project Atlas,cpu,2025-08-10,94.47333333333334
mac-01,Project Atlas,cpu,2025-08-11,94.55166666666666
mac-01,Project Atlas,cpu,2025-08-12,93.43708333333332
mac-01,Project Atlas,cpu,2025-08-13,94.015
mac-01,Project Atlas,cpu,2025-08-14,93.56208333333332
mac-01,Project Atlas,cpu,2025-08-15,93.98958333333333
mac-01,Project Atlas,cpu,2025-08-16,93.81208333333332
mac-01,Project Atlas,cpu,2025-08-17,93.245
mac-01,Project Atlas,cpu,2025-08-18,93.54124999999999
mac-01,Project Atlas,cpu,2025-08-19,93.65125
mac-01,Project Atlas,cpu,2025-08-20,94.43708333333332
mac-01,Project Atlas,cpu,2025-08-21,94.13458333333334
mac-01,Project Atlas,cpu,2025-08-22,94.13541666666667
mac-01,Project Atlas,cpu,2025-08-23,94.35416666666667
mac-01,Project Atlas,cpu,2025-08-24,93.85875
mac-01,Project Atlas,cpu,2025-08-25,93.96375
mac-01,Project Atlas,cpu,2025-08-26,94.05624999999999
mac-01,Project Atlas,cpu,2025-08-27,94.10916666666667
mac-01,Project Atlas,cpu,2025-08-28,94.24458333333332
mac-01,Project Atlas,cpu,2025-08-29,93.66125
mac-01,Project Atlas,cpu,2025-08-30,94.28083333333332
mac-01,Project Atlas,cpu,2025-08-31,94.46333333333332
mac-01,Project Atlas,cpu,2025-09-01,93.33291666666666
mac-01,Project Atlas,cpu,2025-09-02,95.25
mac-01,Project Atlas,cpu,2025-09-03,94.83958333333334
mac-01,Project Atlas,cpu,2025-09-04,94.29666666666667
mac-01,Project Atlas,cpu,2025-09-05,93.66624999999999
mac-01,Project Atlas,cpu,2025-09-06,94.18666666666667
mac-01,Project Atlas,cpu,2025-09-07,93.75416666666666
mac-01,Project Atlas,cpu,2025-09-08,93.34375
mac-01,Project Atlas,cpu,2025-09-09,94.30624999999999
mac-01,Project Atlas,cpu,2025-09-10,93.64041666666667
mac-01,Project Atlas,cpu,2025-09-11,94.27208333333333
mac-01,Project Atlas,cpu,2025-09-12,93.92166666666667
mac-01,Project Atlas,cpu,2025-09-13,95.24041666666666
mac-01,Project Atlas,cpu,2025-09-14,93.72416666666668
mac-01,Project Atlas,cpu,2025-09-15,94.62541666666668
mac-01,Project Atlas,cpu,2025-09-16,94.70875000000001
mac-01,Project Atlas,cpu,2025-09-17,94.29666666666667
mac-01,Project Atlas,cpu,2025-09-18,94.66708333333334
mac-01,Project Atlas,cpu,2025-09-19,94.09958333333333
mac-01,Project Atlas,cpu,2025-09-20,94.24833333333333
mac-01,Project Atlas,cpu,2025-09-21,94.17750000000001
mac-01,Project Atlas,cpu,2025-09-22,94.92291666666667
mac-01,Project Atlas,cpu,2025-09-23,94.5625
mac-01,Project Atlas,cpu,2025-09-24,94.42791666666666
mac-01,Project Atlas,cpu,2025-09-25,94.08833333333332
mac-01,Project Atlas,cpu,2025-09-26,95.38083333333333
mac-01,Project Atlas,cpu,2025-09-27,94.55208333333333
mac-01,Project Atlas,cpu,2025-09-28,95.82291666666667
mac-01,Project Atlas,cpu,2025-09-29,95.27625
mac-01,Project Atlas,cpu,2025-09-30,93.60374999999999
mac-01,Project Atlas,cpu,2025-10-01,94.56833333333333
mac-01,Project Atlas,cpu,2025-10-02,94.04625
mac-01,Project Atlas,cpu,2025-10-03,94.72916666666667
mac-01,Project Atlas,cpu,2025-10-04,94.24458333333332
mac-01,Project Atlas,cpu,2025-10-05,94.05250000000001
mac-01,Project Atlas,cpu,2025-10-06,94.39125
mac-01,Project Atlas,cpu,2025-10-07,94.63583333333334
mac-01,Project Atlas,cpu,2025-10-08,94.69833333333334
mac-01,Project Atlas,cpu,2025-10-09,95.50416666666666
mac-01,Project Atlas,cpu,2025-10-10,94.65541666666667
mac-01,Project Atlas,cpu,2025-10-11,94.6925
mac-01,Project Atlas,cpu,2025-10-12,95.27541666666667
mac-01,Project Atlas,cpu,2025-10-13,94.43291666666666
mac-01,Project Atlas,cpu,2025-10-14,94.72833333333334
mac-01,Project Atlas,cpu,2025-10-15,95.25
mac-01,Project Atlas,cpu,2025-10-16,94.80208333333333
mac-01,Project Atlas,cpu,2025-10-17,93.84458333333333
mac-01,Project Atlas,cpu,2025-10-18,95.08791666666667
mac-01,Project Atlas,cpu,2025-10-19,94.11416666666666
mac-01,Project Atlas,cpu,2025-10-20,94.9425
mac-01,Project Atlas,cpu,2025-10-21,95.39
mac-01,Project Atlas,cpu,2025-10-22,95.35458333333334
mac-01,Project Atlas,cpu,2025-10-23,95.59375
mac-01,Project Atlas,cpu,2025-10-24,95.07291666666667
mac-01,Project Atlas,cpu,2025-10-25,95.375
mac-01,Project Atlas,cpu,2025-10-26,96.13
mac-01,Project Atlas,cpu,2025-10-27,95.27
mac-01,Project Atlas,cpu,2025-10-28,95.32708333333333
mac-01,Project Atlas,cpu,2025-10-29,94.75458333333334
mac-01,Project Atlas,cpu,2025-10-30,94.9325
mac-01,Project Atlas,cpu,2025-10-31,95.22375
mac-01,Project Atlas,cpu,2025-11-01,94.28625
mac-01,Project Atlas,cpu,2025-11-02,96.01583333333333
mac-01,Project Atlas,cpu,2025-11-03,95.71875
mac-01,Project Atlas,cpu,2025-11-04,94.71833333333332
mac-01,Project Atlas,cpu,2025-11-05,94.90166666666666
mac-01,Project Atlas,cpu,2025-11-06,94.91666666666667
mac-01,Project Atlas,cpu,2025-11-07,95.58375000000001
mac-01,Project Atlas,cpu,2025-11-08,95.64583333333333
mac-01,Project Atlas,cpu,2025-11-09,94.26583333333333
mac-01,Project Atlas,cpu,2025-11-10,96.32708333333333
mac-01,Project Atlas,cpu,2025-11-11,95.29708333333333
mac-01,Project Atlas,cpu,2025-11-12,95.02041666666666
mac-01,Project Atlas,cpu,2025-11-13,95.45875000000001
mac-01,Project Atlas,cpu,2025-11-14,94.94708333333334
mac-01,Project Atlas,cpu,2025-11-15,95.59916666666668
mac-01,Project Atlas,cpu,2025-11-16,95.08833333333332
mac-01,Project Atlas,cpu,2025-11-17,94.505
mac-01,Project Atlas,cpu,2025-11-18,95.68166666666667
mac-01,Project Atlas,cpu,2025-11-19,94.3125
mac-01,Project Atlas,cpu,2025-11-20,95.95333333333333
mac-01,Project Atlas,cpu,2025-11-21,95.47916666666667
mac-01,Project Atlas,cpu,2025-11-22,95.63541666666667
mac-01,Project Atlas,cpu,2025-11-23,96.09916666666668
mac-01,Project Atlas,cpu,2025-11-24,96.35958333333333
mac-01,Project Atlas,cpu,2025-11-25,95.46833333333332
mac-01,Project Atlas,cpu,2025-11-26,96.71333333333332
mac-01,Project Atlas,cpu,2025-11-27,95.48416666666667
mac-01,Project Atlas,cpu,2025-11-28,95.43208333333332
mac-01,Project Atlas,cpu,2025-11-29,96.59416666666668
mac-01,Project Atlas,cpu,2025-11-30,95.49541666666666
mac-01,Project Atlas,cpu,2025-12-01,96.16208333333333
mac-01,Project Atlas,cpu,2025-12-02,95.34416666666668
mac-01,Project Atlas,cpu,2025-12-03,96.375
mac-01,Project Atlas,cpu,2025-12-04,95.99458333333332
mac-01,Project Atlas,cpu,2025-12-05,95.22916666666667
mac-01,Project Atlas,cpu,2025-12-06,96.28125
mac-01,Project Atlas,cpu,2025-12-07,96.63458333333334
mac-01,Project Atlas,cpu,2025-12-08,95.72375
mac-01,Project Atlas,cpu,2025-12-09,95.9375
mac-01,Project Atlas,cpu,2025-12-10,96.19333333333333
mac-01,Project Atlas,cpu,2025-12-11,95.87
mac-01,Project Atlas,cpu,2025-12-12,95.90083333333332
mac-01,Project Atlas,cpu,2025-12-13,95.66083333333334
mac-01,Project Atlas,cpu,2025-12-14,96.77541666666667
mac-01,Project Atlas,cpu,2025-12-15,95.27541666666667
mac-01,Project Atlas,cpu,2025-12-16,95.91250000000001
mac-01,Project Atlas,cpu,2025-12-17,96.6875
mac-01,Project Atlas,cpu,2025-12-18,97.07291666666667
mac-01,Project Atlas,cpu,2025-12-19,96.65083333333332
mac-01,Project Atlas,cpu,2025-12-20,96.44333333333333
mac-01,Project Atlas,cpu,2025-12-21,96.46375
mac-01,Project Atlas,cpu,2025-12-22,96.46875
mac-01,Project Atlas,cpu,2025-12-23,96.17125
mac-01,Project Atlas,cpu,2025-12-24,94.67208333333333
mac-01,Project Atlas,cpu,2025-12-25,96.13541666666667
mac-01,Project Atlas,cpu,2025-12-26,96.26625
mac-01,Project Atlas,cpu,2025-12-27,96.505
mac-01,Project Atlas,cpu,2025-12-28,95.58375000000001
mac-01,Project Atlas,cpu,2025-12-29,95.90583333333332
mac-01,Project Atlas,cpu,2025-12-30,96.48958333333333
mac-01,Project Atlas,cpu,2025-12-31,96.74374999999999
mac-01,Project Atlas,disk,2025-01-01,89.69541666666667
mac-01,Project Atlas,disk,2025-01-02,90.56375000000001
mac-01,Project Atlas,disk,2025-01-03,89.09625
mac-01,Project Atlas,disk,2025-01-04,90.14166666666667
mac-01,Project Atlas,disk,2025-01-05,89.41416666666667
mac-01,Project Atlas,disk,2025-01-06,90.22833333333334
mac-01,Project Atlas,disk,2025-01-07,90.27708333333334
mac-01,Project Atlas,disk,2025-01-08,89.92583333333333
mac-01,Project Atlas,disk,2025-01-09,89.59666666666668
mac-01,Project Atlas,disk,2025-01-10,90.36333333333333
mac-01,Project Atlas,disk,2025-01-11,89.05791666666666
mac-01,Project Atlas,disk,2025-01-12,88.6825
mac-01,Project Atlas,disk,2025-01-13,89.6725
mac-01,Project Atlas,disk,2025-01-14,88.69208333333334
mac-01,Project Atlas,disk,2025-01-15,89.93875000000001
mac-01,Project Atlas,disk,2025-01-16,90.13499999999999
mac-01,Project Atlas,disk,2025-01-17,89.00916666666666
mac-01,Project Atlas,disk,2025-01-18,90.48791666666666
mac-01,Project Atlas,disk,2025-01-19,91.07625
mac-01,Project Atlas,disk,2025-01-20,89.62666666666667
mac-01,Project Atlas,disk,2025-01-21,89.58041666666666
mac-01,Project Atlas,disk,2025-01-22,89.65458333333333
mac-01,Project Atlas,disk,2025-01-23,90.75083333333333
mac-01,Project Atlas,disk,2025-01-24,91.72000000000001
mac-01,Project Atlas,disk,2025-01-25,91.18166666666667
mac-01,Project Atlas,disk,2025-01-26,90.69083333333333
mac-01,Project Atlas,disk,2025-01-27,90.1475
mac-01,Project Atlas,disk,2025-01-28,88.53916666666667
mac-01,Project Atlas,disk,2025-01-29,89.98166666666667
mac-01,Project Atlas,disk,2025-01-30,90.20208333333333
mac-01,Project Atlas,disk,2025-01-31,90.72041666666667
mac-01,Project Atlas,disk,2025-02-01,90.18083333333334
mac-01,Project Atlas,disk,2025-02-02,89.93374999999999
mac-01,Project Atlas,disk,2025-02-03,90.09375
mac-01,Project Atlas,disk,2025-02-04,89.13791666666667
mac-01,Project Atlas,disk,2025-02-05,91.03708333333333
mac-01,Project Atlas,disk,2025-02-06,91.58625
mac-01,Project Atlas,disk,2025-02-07,89.86916666666667
mac-01,Project Atlas,disk,2025-02-08,89.97250000000001
mac-01,Project Atlas,disk,2025-02-09,90.03750000000001
mac-01,Project Atlas,disk,2025-02-10,90.27833333333332
mac-01,Project Atlas,disk,2025-02-11,90.71791666666667
mac-01,Project Atlas,disk,2025-02-12,90.59958333333333
mac-01,Project Atlas,disk,2025-02-13,90.91041666666666
mac-01,Project Atlas,disk,2025-02-14,90.3525
mac-01,Project Atlas,disk,2025-02-15,90.93166666666667
mac-01,Project Atlas,disk,2025-02-16,90.70833333333333
mac-01,Project Atlas,disk,2025-02-17,90.11874999999999
mac-01,Project Atlas,disk,2025-02-18,90.41541666666666
mac-01,Project Atlas,disk,2025-02-19,91.14375
mac-01,Project Atlas,disk,2025-02-20,91.25291666666668
mac-01,Project Atlas,disk,2025-02-21,90.12166666666667
mac-01,Project Atlas,disk,2025-02-22,91.36625
mac-01,Project Atlas,disk,2025-02-23,91.01666666666667
mac-01,Project Atlas,disk,2025-02-24,92.03625
mac-01,Project Atlas,disk,2025-02-25,92.10083333333334
mac-01,Project Atlas,disk,2025-02-26,90.69458333333334
mac-01,Project Atlas,disk,2025-02-27,91.53500000000001
mac-01,Project Atlas,disk,2025-02-28,91.47500000000001
mac-01,Project Atlas,disk,2025-03-01,91.54083333333334
mac-01,Project Atlas,disk,2025-03-02,90.67291666666667
mac-01,Project Atlas,disk,2025-03-03,91.46208333333334
mac-01,Project Atlas,disk,2025-03-04,90.97250000000001
mac-01,Project Atlas,disk,2025-03-05,92.22208333333333
mac-01,Project Atlas,disk,2025-03-06,89.81958333333334
mac-01,Project Atlas,disk,2025-03-07,91.59083333333332
mac-01,Project Atlas,disk,2025-03-08,90.83708333333334
mac-01,Project Atlas,disk,2025-03-09,91.375
mac-01,Project Atlas,disk,2025-03-10,90.39166666666667
mac-01,Project Atlas,disk,2025-03-11,90.50916666666667
mac-01,Project Atlas,disk,2025-03-12,91.93041666666666
mac-01,Project Atlas,disk,2025-03-13,91.03083333333332
mac-01,Project Atlas,disk,2025-03-14,91.39333333333333
mac-01,Project Atlas,disk,2025-03-15,91.37791666666668
mac-01,Project Atlas,disk,2025-03-16,91.25458333333334
mac-01,Project Atlas,disk,2025-03-17,90.63208333333334
mac-01,Project Atlas,disk,2025-03-18,91.51416666666667
mac-01,Project Atlas,disk,2025-03-19,91.79375
mac-01,Project Atlas,disk,2025-03-20,91.4225
mac-01,Project Atlas,disk,2025-03-21,90.97666666666667
mac-01,Project Atlas,disk,2025-03-22,91.55208333333333
mac-01,Project Atlas,disk,2025-03-23,92.01083333333334
mac-01,Project Atlas,disk,2025-03-24,91.23541666666667
mac-01,Project Atlas,disk,2025-03-25,90.82708333333333
mac-01,Project Atlas,disk,2025-03-26,91.64458333333333
mac-01,Project Atlas,disk,2025-03-27,92.33708333333334
mac-01,Project Atlas,disk,2025-03-28,92.10333333333334
mac-01,Project Atlas,disk,2025-03-29,91.04583333333333
mac-01,Project Atlas,disk,2025-03-30,93.06124999999999
mac-01,Project Atlas,disk,2025-03-31,92.04208333333334
mac-01,Project Atlas,disk,2025-04-01,92.40041666666667
mac-01,Project Atlas,disk,2025-04-02,91.16125
mac-01,Project Atlas,disk,2025-04-03,92.40833333333335
mac-01,Project Atlas,disk,2025-04-04,92.43666666666667
mac-01,Project Atlas,disk,2025-04-05,92.07541666666667
mac-01,Project Atlas,disk,2025-04-06,92.23708333333333
mac-01,Project Atlas,disk,2025-04-07,91.74291666666666
mac-01,Project Atlas,disk,2025-04-08,91.24916666666667
