timestamp,mac_id,project_name,resource_type,allocated_capacity,used_capacity,capacity_unit,utilization_pct
2025-01-06 23:00:00,mac-waste-scenario,Project Vega,cpu,12,1.61,cores,13.41
2025-01-07 00:00:00,mac-waste-scenario,Project Vega,cpu,12,1.65,cores,13.75
2025-01-07 01:00:00,mac-waste-scenario,Project Vega,cpu,12,1.49,cores,12.44
2025-01-07 02:00:00,mac-waste-scenario,Project Vega,cpu,12,2.1,cores,17.51
2025-01-07 03:00:00,mac-waste-scenario,Project Vega,cpu,12,1.76,cores,14.69
2025-01-07 04:00:00,mac-waste-scenario,Project Vega,cpu,12,2.03,cores,16.93
2025-01-07 05:00:00,mac-waste-scenario,Project Vega,cpu,12,1.8,cores,15.03
2025-01-07 06:00:00,mac-waste-scenario,Project Vega,cpu,12,1.63,cores,13.61
2025-01-07 07:00:00,mac-waste-scenario,Project Vega,cpu,12,1.72,cores,14.35
2025-01-07 08:00:00,mac-waste-scenario,Project Vega,cpu,12,1.67,cores,13.88
2025-01-07 09:00:00,mac-waste-scenario,Project Vega,cpu,12,1.8,cores,15.02
2025-01-07 10:00:00,mac-waste-scenario,Project Vega,cpu,12,1.71,cores,14.25
2025-01-07 11:00:00,mac-waste-scenario,Project Vega,cpu,12,1.73,cores,14.4
2025-01-07 12:00:00,mac-waste-scenario,Project Vega,cpu,12,1.47,cores,12.24
2025-01-07 13:00:00,mac-waste-scenario,Project Vega,cpu,12,1.61,cores,13.39
2025-01-07 14:00:00,mac-waste-scenario,Project Vega,cpu,12,2.2,cores,18.31
2025-01-07 15:00:00,mac-waste-scenario,Project Vega,cpu,12,1.64,cores,13.66
2025-01-07 16:00:00,mac-waste-scenario,Project Vega,cpu,12,1.55,cores,12.89
2025-01-07 17:00:00,mac-waste-scenario,Project Vega,cpu,12,1.88,cores,15.67
2025-01-07 18:00:00,mac-waste-scenario,Project Vega,cpu,12,2.14,cores,17.81
2025-01-07 19:00:00,mac-waste-scenario,Project Vega,cpu,12,1.45,cores,12.09
2025-01-07 20:00:00,mac-waste-scenario,Project Vega,cpu,12,1.75,cores,14.58
2025-01-07 21:00:00,mac-waste-scenario,Project Vega,cpu,12,1.65,cores,13.74
2025-01-07 22:00:00,mac-waste-scenario,Project Vega,cpu,12,1.38,cores,11.48
2025-01-07 23:00:00,mac-waste-scenario,Project Vega,cpu,12,1.98,cores,16.47
2025-01-08 00:00:00,mac-waste-scenario,Project Vega,cpu,12,1.79,cores,14.95
2025-01-08 01:00:00,mac-waste-scenario,Project Vega,cpu,12,1.82,cores,15.14
2025-01-08 02:00:00,mac-waste-scenario,Project Vega,cpu,12,1.62,cores,13.5
2025-01-08 03:00:00,mac-waste-scenario,Project Vega,cpu,12,1.91,cores,15.91
2025-01-08 04:00:00,mac-waste-scenario,Project Vega,cpu,12,1.67,cores,13.92
2025-01-08 05:00:00,mac-waste-scenario,Project Vega,cpu,12,1.77,cores,14.71
2025-01-08 06:00:00,mac-waste-scenario,Project Vega,cpu,12,1.53,cores,12.78
2025-01-08 07:00:00,mac-waste-scenario,Project Vega,cpu,12,1.51,cores,12.57
2025-01-08 08:00:00,mac-waste-scenario,Project Vega,cpu,12,2.12,cores,17.67
2025-01-08 09:00:00,mac-waste-scenario,Project Vega,cpu,12,1.68,cores,13.99
2025-01-08 10:00:00,mac-waste-scenario,Project Vega,cpu,12,1.87,cores,15.58
2025-01-08 11:00:00,mac-waste-scenario,Project Vega,cpu,12,1.79,cores,14.93
2025-01-08 12:00:00,mac-waste-scenario,Project Vega,cpu,12,1.69,cores,14.12
2025-01-08 13:00:00,mac-waste-scenario,Project Vega,cpu,12,1.68,cores,13.98
2025-01-08 14:00:00,mac-waste-scenario,Project Vega,cpu,12,1.95,cores,16.26
2025-01-08 15:00:00,mac-waste-scenario,Project Vega,cpu,12,1.73,cores,14.4
2025-01-08 16:00:00,mac-waste-scenario,Project Vega,cpu,12,1.76,cores,14.7
2025-01-08 17:00:00,mac-waste-scenario,Project Vega,cpu,12,1.81,cores,15.04
2025-01-08 18:00:00,mac-waste-scenario,Project Vega,cpu,12,2.08,cores,17.35
2025-01-08 19:00:00,mac-waste-scenario,Project Vega,cpu,12,1.96,cores,16.36
2025-01-08 20:00:00,mac-waste-scenario,Project Vega,cpu,12,1.89,cores,15.77
2025-01-08 21:00:00,mac-waste-scenario,Project Vega,cpu,12,1.66,cores,13.87
2025-01-08 22:00:00,mac-waste-scenario,Project Vega,cpu,12,1.47,cores,12.24
2025-01-08 23:00:00,mac-waste-scenario,Project Vega,cpu,12,2.03,cores,16.9
2025-01-09 00:00:00,mac-waste-scenario,Project Vega,cpu,12,2.03,cores,16.93
2025-01-09 01:00:00,mac-waste-scenario,Project Vega,cpu,12,1.77,cores,14.72
2025-01-09 02:00:00,mac-waste-scenario,Project Vega,cpu,12,1.93,cores,16.08
2025-01-09 03:00:00,mac-waste-scenario,Project Vega,cpu,12,1.99,cores,16.56
2025-01-09 04:00:00,mac-waste-scenario,Project Vega,cpu,12,2.0,cores,16.66
2025-01-09 05:00:00,mac-waste-scenario,Project Vega,cpu,12,2.02,cores,16.84
2025-01-09 06:00:00,mac-waste-scenario,Project Vega,cpu,12,1.69,cores,14.09
2025-01-09 07:00:00,mac-waste-scenario,Project Vega,cpu,12,2.16,cores,18.03
2025-01-09 08:00:00,mac-waste-scenario,Project Vega,cpu,12,1.5,cores,12.51
2025-01-09 09:00:00,mac-waste-scenario,Project Vega,cpu,12,2.01,cores,16.72
2025-01-09 10:00:00,mac-waste-scenario,Project Vega,cpu,12,1.92,cores,15.99
2025-01-09 11:00:00,mac-waste-scenario,Project Vega,cpu,12,2.01,cores,16.75
2025-01-09 12:00:00,mac-waste-scenario,Project Vega,cpu,12,2.25,cores,18.76
2025-01-09 13:00:00,mac-waste-scenario,Project Vega,cpu,12,2.16,cores,17.97
2025-01-09 14:00:00,mac-waste-scenario,Project Vega,cpu,12,1.53,cores,12.71
2025-01-09 15:00:00,mac-waste-scenario,Project Vega,cpu,12,1.39,cores,11.62
2025-01-09 16:00:00,mac-waste-scenario,Project Vega,cpu,12,2.0,cores,16.63
2025-01-09 17:00:00,mac-waste-scenario,Project Vega,cpu,12,1.56,cores,12.97
2025-01-09 18:00:00,mac-waste-scenario,Project Vega,cpu,12,1.8,cores,14.98
2025-01-09 19:00:00,mac-waste-scenario,Project Vega,cpu,12,2.0,cores,16.68
2025-01-09 20:00:00,mac-waste-scenario,Project Vega,cpu,12,1.41,cores,11.71
2025-01-09 21:00:00,mac-waste-scenario,Project Vega,cpu,12,1.29,cores,10.78
2025-01-09 22:00:00,mac-waste-scenario,Project Vega,cpu,12,1.86,cores,15.52
2025-01-09 23:00:00,mac-waste-scenario,Project Vega,cpu,12,1.81,cores,15.09
2025-01-10 00:00:00,mac-waste-scenario,Project Vega,cpu,12,1.74,cores,14.51
2025-01-10 01:00:00,mac-waste-scenario,Project Vega,cpu,12,1.81,cores,15.08
2025-01-10 02:00:00,mac-waste-scenario,Project Vega,cpu,12,1.59,cores,13.28
2025-01-10 03:00:00,mac-waste-scenario,Project Vega,cpu,12,1.44,cores,11.97
2025-01-10 04:00:00,mac-waste-scenario,Project Vega,cpu,12,1.76,cores,14.67
2025-01-10 05:00:00,mac-waste-scenario,Project Vega,cpu,12,1.57,cores,13.06
2025-01-10 06:00:00,mac-waste-scenario,Project Vega,cpu,12,1.41,cores,11.71
2025-01-10 07:00:00,mac-waste-scenario,Project Vega,cpu,12,1.92,cores,16.01
2025-01-10 08:00:00,mac-waste-scenario,Project Vega,cpu,12,1.79,cores,14.88
2025-01-10 09:00:00,mac-waste-scenario,Project Vega,cpu,12,1.9,cores,15.81
2025-01-10 10:00:00,mac-waste-scenario,Project Vega,cpu,12,1.56,cores,13.02
2025-01-10 11:00:00,mac-waste-scenario,Project Vega,cpu,12,1.64,cores,13.68
2025-01-10 12:00:00,mac-waste-scenario,Project Vega,cpu,12,1.56,cores,13.0
2025-01-10 13:00:00,mac-waste-scenario,Project Vega,cpu,12,1.59,cores,13.23
2025-01-10 14:00:00,mac-waste-scenario,Project Vega,cpu,12,1.85,cores,15.39
2025-01-10 15:00:00,mac-waste-scenario,Project Vega,cpu,12,1.61,cores,13.43
2025-01-10 16:00:00,mac-waste-scenario,Project Vega,cpu,12,1.89,cores,15.71
2025-01-10 17:00:00,mac-waste-scenario,Project Vega,cpu,12,1.88,cores,15.68
2025-01-10 18:00:00,mac-waste-scenario,Project Vega,cpu,12,2.29,cores,19.05
2025-01-10 19:00:00,mac-waste-scenario,Project Vega,cpu,12,1.47,cores,12.21
2025-01-10 20:00:00,mac-waste-scenario,Project Vega,cpu,12,2.01,cores,16.78
2025-01-10 21:00:00,mac-waste-scenario,Project Vega,cpu,12,1.78,cores,14.82
2025-01-10 22:00:00,mac-waste-scenario,Project Vega,cpu,12,1.8,cores,14.97
2025-01-10 23:00:00,mac-waste-scenario,Project Vega,cpu,12,1.45,cores,12.1
2025-01-11 00:00:00,mac-waste-scenario,Project Vega,cpu,12,1.69,cores,14.08
2025-01-11 01:00:00,mac-waste-scenario,Project Vega,cpu,12,1.98,cores,16.49
2025-01-11 02:00:00,mac-waste-scenario,Project Vega,cpu,12,1.78,cores,14.84
2025-01-11 03:00:00,mac-waste-scenario,Project Vega,cpu,12,1.82,cores,15.16
2025-01-11 04:00:00,mac-waste-scenario,Project Vega,cpu,12,1.73,cores,14.42
2025-01-11 05:00:00,mac-waste-scenario,Project Vega,cpu,12,2.08,cores,17.31
2025-01-11 06:00:00,mac-waste-scenario,Project Vega,cpu,12,1.79,cores,14.96
2025-01-11 07:00:00,mac-waste-scenario,Project Vega,cpu,12,1.27,cores,10.6
2025-01-11 08:00:00,mac-waste-scenario,Project Vega,cpu,12,1.63,cores,13.62
2025-01-11 09:00:00,mac-waste-scenario,Project Vega,cpu,12,1.33,cores,11.06
2025-01-11 10:00:00,mac-waste-scenario,Project Vega,cpu,12,1.02,cores,8.5
2025-01-11 11:00:00,mac-waste-scenario,Project Vega,cpu,12,1.67,cores,13.94
2025-01-11 12:00:00,mac-waste-scenario,Project Vega,cpu,12,2.12,cores,17.67
2025-01-11 13:00:00,mac-waste-scenario,Project Vega,cpu,12,1.81,cores,15.09
2025-01-11 14:00:00,mac-waste-scenario,Project Vega,cpu,12,1.52,cores,12.65
2025-01-11 15:00:00,mac-waste-scenario,Project Vega,cpu,12,1.57,cores,13.12
2025-01-11 16:00:00,mac-waste-scenario,Project Vega,cpu,12,2.07,cores,17.26
2025-01-11 17:00:00,mac-waste-scenario,Project Vega,cpu,12,1.84,cores,15.32
2025-01-11 18:00:00,mac-waste-scenario,Project Vega,cpu,12,1.81,cores,15.1
2025-01-11 19:00:00,mac-waste-scenario,Project Vega,cpu,12,1.79,cores,14.89
2025-01-11 20:00:00,mac-waste-scenario,Project Vega,cpu,12,1.81,cores,15.08
2025-01-11 21:00:00,mac-waste-scenario,Project Vega,cpu,12,1.99,cores,16.61
2025-01-11 22:00:00,mac-waste-scenario,Project Vega,cpu,12,1.93,cores,16.11
2025-01-11 23:00:00,mac-waste-scenario,Project Vega,cpu,12,1.85,cores,15.43
2025-01-12 00:00:00,mac-waste-scenario,Project Vega,cpu,12,1.55,cores,12.91
2025-01-12 01:00:00,mac-waste-scenario,Project Vega,cpu,12,1.92,cores,16.02
2025-01-12 02:00:00,mac-waste-scenario,Project Vega,cpu,12,1.64,cores,13.63
2025-01-12 03:00:00,mac-waste-scenario,Project Vega,cpu,12,2.06,cores,17.19
2025-01-12 04:00:00,mac-waste-scenario,Project Vega,cpu,12,1.49,cores,12.46
2025-01-12 05:00:00,mac-waste-scenario,Project Vega,cpu,12,1.77,cores,14.72
2025-01-12 06:00:00,mac-waste-scenario,Project Vega,cpu,12,1.8,cores,14.99
2025-01-12 07:00:00,mac-waste-scenario,Project Vega,cpu,12,1.48,cores,12.35
2025-01-12 08:00:00,mac-waste-scenario,Project Vega,cpu,12,2.21,cores,18.44
2025-01-12 09:00:00,mac-waste-scenario,Project Vega,cpu,12,2.15,cores,17.92
2025-01-12 10:00:00,mac-waste-scenario,Project Vega,cpu,12,1.69,cores,14.07
2025-01-12 11:00:00,mac-waste-scenario,Project Vega,cpu,12,1.99,cores,16.54
2025-01-12 12:00:00,mac-waste-scenario,Project Vega,cpu,12,1.89,cores,15.76
2025-01-12 13:00:00,mac-waste-scenario,Project Vega,cpu,12,1.17,cores,9.77
2025-01-12 14:00:00,mac-waste-scenario,Project Vega,cpu,12,1.86,cores,15.5
2025-01-12 15:00:00,mac-waste-scenario,Project Vega,cpu,12,1.79,cores,14.88
2025-01-12 16:00:00,mac-waste-scenario,Project Vega,cpu,12,1.82,cores,15.17
2025-01-12 17:00:00,mac-waste-scenario,Project Vega,cpu,12,1.54,cores,12.85
2025-01-12 18:00:00,mac-waste-scenario,Project Vega,cpu,12,1.74,cores,14.46
2025-01-12 19:00:00,mac-waste-scenario,Project Vega,cpu,12,1.76,cores,14.64
2025-01-12 20:00:00,mac-waste-scenario,Project Vega,cpu,12,2.09,cores,17.38
2025-01-12 21:00:00,mac-waste-scenario,Project Vega,cpu,12,1.88,cores,15.67
2025-01-12 22:00:00,mac-waste-scenario,Project Vega,cpu,12,1.8,cores,14.99
2025-01-12 23:00:00,mac-waste-scenario,Project Vega,cpu,12,2.17,cores,18.06
2025-01-13 00:00:00,mac-waste-scenario,Project Vega,cpu,12,1.67,cores,13.89
2025-01-13 01:00:00,mac-waste-scenario,Project Vega,cpu,12,1.71,cores,14.22
2025-01-13 02:00:00,mac-waste-scenario,Project Vega,cpu,12,1.36,cores,11.37
2025-01-13 03:00:00,mac-waste-scenario,Project Vega,cpu,12,2.18,cores,18.14
2025-01-13 04:00:00,mac-waste-scenario,Project Vega,cpu,12,2.03,cores,16.93
2025-01-13 05:00:00,mac-waste-scenario,Project Vega,cpu,12,2.02,cores,16.83
2025-01-13 06:00:00,mac-waste-scenario,Project Vega,cpu,12,1.96,cores,16.34
2025-01-13 07:00:00,mac-waste-scenario,Project Vega,cpu,12,1.83,cores,15.22
2025-01-13 08:00:00,mac-waste-scenario,Project Vega,cpu,12,1.85,cores,15.43
2025-01-13 09:00:00,mac-waste-scenario,Project Vega,cpu,12,1.74,cores,14.5
2025-01-13 10:00:00,mac-waste-scenario,Project Vega,cpu,12,1.75,cores,14.59
2025-01-13 11:00:00,mac-waste-scenario,Project Vega,cpu,12,1.81,cores,15.11
2025-01-13 12:00:00,mac-waste-scenario,Project Vega,cpu,12,2.16,cores,18.02
2025-01-13 13:00:00,mac-waste-scenario,Project Vega,cpu,12,1.93,cores,16.11
